id,state,regional_unemployment_rate,regional_median_income,regional_median_rent,housing_price_index,cost_of_living_index,previous_zip_code
10495,GA,3.8,58000,1420.0,104.0,86.0,232
10496,TX,4.4,61000,1490.0,103.0,83.0,895
10497,TX,4.3,61000,1390.0,111.0,99.0,623
10498,MI,6.1,57000,1210.0,95.0,75.0,697
10499,IL,5.2,65000,1850.0,97.0,79.0,667
10500,WI,4.6,60000,1620.0,100.0,83.0,109
10501,OH,4.0,56000,1260.0,84.0,70.0,820
10502,NC,4.7,54000,1410.0,109.0,90.0,680
10503,NY,5.2,72000,1830.0,140.0,114.0,482
10504,GA,3.9,58000,1540.0,110.0,89.0,554
10505,MO,4.3,55000,1260.0,94.0,80.0,324
10506,VA,4.3,74000,1820.0,124.0,104.0,481
10507,NY,4.6,72000,1750.0,143.0,114.0,200
10508,IL,4.9,65000,1420.0,96.0,91.0,598
10509,TN,3.6,53000,1510.0,107.0,91.0,620
10510,TX,4.0,61000,1460.0,102.0,84.0,453
10511,MD,4.5,84000,1910.0,126.0,102.0,404
10512,PA,4.8,61000,1450.0,87.0,84.0,746
10513,PA,4.8,61000,1560.0,100.0,85.0,139
10514,TX,4.5,61000,1450.0,104.0,86.0,620
10515,NY,5.4,72000,1630.0,141.0,115.0,279
10516,CA,5.5,75000,1680.0,154.0,123.0,439
10517,TX,3.9,61000,1420.0,106.0,86.0,800
10518,IL,5.2,65000,1640.0,104.0,92.0,753
10519,GA,4.7,58000,1430.0,99.0,77.0,123
10520,MA,3.7,81000,1860.0,151.0,121.0,909
10521,IN,4.0,55000,1350.0,96.0,84.0,682
10522,NJ,5.6,82000,1670.0,142.0,111.0,815
10523,OH,5.1,56000,1420.0,95.0,78.0,386
10524,NJ,5.1,82000,2170.0,138.0,114.0,524
10525,CA,5.3,75000,1830.0,159.0,133.0,166
10526,CA,5.6,75000,1950.0,167.0,128.0,475
10527,TX,3.9,61000,1500.0,107.0,91.0,795
10528,NY,5.5,72000,1610.0,132.0,108.0,323
10529,NC,4.6,54000,1240.0,114.0,88.0,728
10530,CA,5.7,75000,2010.0,163.0,127.0,422
10531,NY,5.0,72000,1650.0,137.0,106.0,579
10532,MI,5.5,57000,1420.0,92.0,74.0,232
10533,AZ,5.0,58000,1450.0,113.0,82.0,373
10534,CA,4.9,75000,1970.0,165.0,127.0,676
10535,MA,4.2,81000,2000.0,148.0,122.0,883
10536,PA,5.2,61000,1450.0,95.0,79.0,335
10537,OH,4.7,56000,1170.0,81.0,83.0,139
10538,GA,4.2,58000,1520.0,102.0,79.0,886
10539,GA,4.2,58000,1310.0,109.0,91.0,621
10540,NY,4.8,72000,1730.0,133.0,113.0,158
10541,TX,4.7,61000,1410.0,101.0,82.0,789
10542,NY,5.1,72000,1750.0,142.0,112.0,816
10543,WI,4.0,60000,1380.0,96.0,91.0,602
10544,IN,4.5,55000,1460.0,97.0,86.0,653
10545,NJ,4.8,82000,1820.0,139.0,119.0,538
10546,PA,4.3,61000,1350.0,97.0,87.0,686
10547,TX,4.4,61000,1390.0,107.0,89.0,483
10548,IL,5.4,65000,1530.0,97.0,82.0,223
10549,FL,4.8,55000,1440.0,109.0,88.0,138
10550,NY,5.4,72000,1700.0,142.0,111.0,517
10551,NC,4.3,54000,1440.0,123.0,97.0,581
10552,FL,5.0,55000,1230.0,117.0,94.0,918
10553,TX,4.2,61000,1660.0,98.0,77.0,416
10554,PA,4.6,61000,1450.0,98.0,85.0,365
10555,NY,5.0,72000,2080.0,144.0,119.0,720
10556,TX,4.2,61000,1520.0,98.0,80.0,939
10557,AZ,4.9,58000,1470.0,113.0,93.0,708
10558,CA,4.6,75000,1890.0,156.0,129.0,771
10559,NJ,5.7,82000,2110.0,131.0,113.0,221
10560,GA,4.5,58000,1210.0,105.0,91.0,348
10561,FL,5.2,55000,1450.0,118.0,97.0,552
10562,MD,4.3,84000,1890.0,125.0,118.0,390
10563,IL,5.0,65000,1390.0,102.0,91.0,316
10564,TX,3.7,61000,1430.0,105.0,88.0,956
10565,OH,4.6,56000,1340.0,90.0,77.0,615
10566,TN,4.3,53000,1080.0,100.0,84.0,576
10567,MD,4.5,84000,2160.0,137.0,123.0,893
10568,GA,3.8,58000,1320.0,102.0,85.0,679
10569,MA,4.6,81000,1840.0,145.0,123.0,503
10570,MD,4.7,84000,2060.0,138.0,112.0,546
10571,CA,5.1,75000,1690.0,167.0,128.0,193
10572,OH,5.0,56000,1260.0,89.0,84.0,337
10573,VA,4.5,74000,1910.0,127.0,106.0,818
10574,IL,5.2,65000,1480.0,101.0,77.0,142
10575,OH,4.8,56000,1210.0,99.0,86.0,715
10576,MD,4.3,84000,1980.0,128.0,112.0,390
10577,MO,4.2,55000,1230.0,91.0,74.0,938
10578,TX,4.2,61000,1460.0,101.0,80.0,146
10579,CA,5.5,75000,1680.0,163.0,131.0,809
10580,NY,5.5,72000,1600.0,137.0,104.0,993
10581,PA,4.7,61000,1530.0,99.0,73.0,149
10582,FL,5.2,55000,1510.0,108.0,94.0,686
10583,NY,5.1,72000,1640.0,144.0,118.0,695
10584,GA,4.1,58000,1270.0,107.0,87.0,101
10585,GA,4.2,58000,1240.0,97.0,84.0,406
10586,MD,4.0,84000,2160.0,127.0,111.0,761
10587,GA,4.0,58000,1580.0,99.0,91.0,343
10588,GA,4.4,58000,1270.0,113.0,87.0,645
10589,TX,4.1,61000,1590.0,100.0,76.0,602
10590,CA,5.1,75000,1900.0,162.0,127.0,117
10591,NY,5.2,72000,1810.0,138.0,110.0,521
10592,TN,3.9,53000,1190.0,111.0,91.0,423
10593,IN,3.9,55000,1480.0,107.0,93.0,474
10594,CA,5.5,75000,1990.0,162.0,131.0,152
10595,OH,4.5,56000,1400.0,85.0,79.0,915
10596,TX,3.5,61000,1450.0,108.0,92.0,845
10597,OH,5.0,56000,1540.0,94.0,73.0,427
10598,NY,5.6,72000,1810.0,140.0,112.0,373
10599,MI,5.3,57000,1620.0,90.0,83.0,285
10600,WA,4.9,78000,2050.0,148.0,118.0,368
10601,NY,4.9,72000,1760.0,138.0,119.0,308
10602,NC,4.5,54000,1310.0,106.0,83.0,376
10603,FL,4.8,55000,1340.0,115.0,93.0,462
10604,NC,4.2,54000,1290.0,95.0,86.0,769
10605,AZ,4.6,58000,1440.0,108.0,85.0,649
10606,TX,4.3,61000,1650.0,106.0,79.0,301
10607,CA,5.8,75000,1810.0,164.0,130.0,207
10608,PA,4.5,61000,1350.0,90.0,76.0,254
10609,GA,4.2,58000,1410.0,105.0,92.0,194
10610,MI,5.9,57000,1380.0,103.0,79.0,711
10611,CA,5.6,75000,1670.0,159.0,129.0,518
10612,TX,4.2,61000,1480.0,106.0,86.0,128
10613,VA,4.1,74000,1690.0,129.0,103.0,347
10614,NC,4.0,54000,1250.0,110.0,92.0,817
10615,PA,4.4,61000,1570.0,94.0,76.0,676
10616,FL,5.0,55000,1200.0,122.0,95.0,242
10617,CA,5.9,75000,1860.0,152.0,120.0,748
10618,CA,5.9,75000,1900.0,162.0,126.0,287
10619,NY,4.9,72000,1860.0,140.0,109.0,169
10620,NJ,5.2,82000,1770.0,130.0,110.0,422
10621,CA,4.7,75000,2090.0,161.0,124.0,891
10622,NY,4.7,72000,1830.0,132.0,109.0,534
10623,TX,3.7,61000,1470.0,105.0,86.0,520
10624,FL,4.8,55000,1080.0,112.0,91.0,224
10625,IL,4.8,65000,1640.0,101.0,87.0,644
10626,FL,5.6,55000,1210.0,108.0,88.0,489
10627,FL,5.2,55000,1370.0,115.0,89.0,346
10628,PA,4.0,61000,1720.0,93.0,89.0,167
10629,TX,4.2,61000,1350.0,102.0,79.0,706
10630,NJ,5.4,82000,1970.0,134.0,111.0,301
10631,PA,4.1,61000,1340.0,91.0,78.0,773
10632,WI,4.0,60000,1270.0,96.0,79.0,685
10633,TX,4.0,61000,1300.0,107.0,83.0,928
10634,OH,5.0,56000,1300.0,81.0,69.0,476
10635,TX,3.9,61000,1440.0,106.0,87.0,882
10636,IL,5.4,65000,1730.0,108.0,101.0,969
10637,NC,4.9,54000,1300.0,112.0,96.0,882
10638,MD,4.1,84000,2230.0,128.0,108.0,401
10639,IL,4.8,65000,1490.0,107.0,91.0,357
10640,FL,5.0,55000,1380.0,103.0,77.0,730
10641,NC,4.1,54000,1290.0,112.0,80.0,255
10642,NC,4.4,54000,1360.0,102.0,91.0,997
10643,VA,3.9,74000,1820.0,125.0,105.0,380
10644,WA,4.6,78000,1900.0,159.0,119.0,542
10645,NC,4.0,54000,1250.0,105.0,90.0,831
10646,MA,4.3,81000,2100.0,158.0,120.0,436
10647,IN,4.6,55000,1240.0,93.0,82.0,503
10648,AZ,4.7,58000,1430.0,108.0,88.0,386
10649,OH,4.8,56000,1510.0,94.0,82.0,234
10650,NY,4.9,72000,1840.0,132.0,107.0,317
10651,TX,4.6,61000,1310.0,105.0,90.0,426
10652,CA,5.3,75000,1850.0,160.0,126.0,770
10653,FL,4.9,55000,1300.0,114.0,92.0,538
10654,CA,5.6,75000,1750.0,158.0,125.0,409
10655,IN,5.3,55000,1320.0,97.0,82.0,776
10656,MI,6.1,57000,1410.0,90.0,84.0,962
10657,FL,4.9,55000,1380.0,104.0,76.0,304
10658,FL,4.9,55000,1300.0,118.0,89.0,230
10659,CA,5.9,75000,1810.0,162.0,121.0,987
10660,IN,4.1,55000,1180.0,89.0,79.0,133
10661,AZ,4.2,58000,1300.0,111.0,86.0,637
10662,TX,4.2,61000,1430.0,108.0,88.0,965
10663,MO,4.5,55000,1450.0,95.0,81.0,186
10664,MI,5.3,57000,1420.0,87.0,78.0,674
10665,MO,4.2,55000,1300.0,103.0,87.0,467
10666,TX,4.4,61000,1690.0,97.0,83.0,904
10667,NJ,5.2,82000,1670.0,129.0,104.0,251
10668,FL,5.6,55000,1240.0,115.0,88.0,363
10669,IL,5.2,65000,1570.0,103.0,87.0,526
10670,IL,5.5,65000,1510.0,94.0,81.0,824
10671,TX,4.0,61000,1450.0,108.0,88.0,571
10672,MO,4.2,55000,1470.0,93.0,80.0,360
10673,OH,4.4,56000,1180.0,88.0,61.0,855
10674,MA,4.7,81000,1840.0,144.0,115.0,588
10675,MI,5.5,57000,1240.0,95.0,88.0,490
10676,GA,4.1,58000,1280.0,109.0,84.0,506
10677,MA,4.4,81000,2010.0,144.0,118.0,134
10678,CA,5.7,75000,1810.0,165.0,128.0,668
10679,WA,5.4,78000,1980.0,154.0,121.0,823
10680,WI,4.0,60000,1390.0,105.0,88.0,660
10681,CA,5.6,75000,1560.0,161.0,124.0,694
10682,CA,6.0,75000,1720.0,160.0,122.0,675
10683,WI,4.2,60000,1520.0,100.0,84.0,331
10684,FL,4.5,55000,1320.0,114.0,90.0,250
10685,TX,4.5,61000,1610.0,108.0,92.0,985
10686,OH,5.0,56000,1430.0,94.0,76.0,813
10687,OH,4.5,56000,1620.0,90.0,75.0,115
10688,OH,4.5,56000,1390.0,97.0,87.0,699
10689,IN,4.9,55000,1130.0,82.0,77.0,674
10690,NY,5.1,72000,1560.0,141.0,117.0,229
10691,OH,4.8,56000,1420.0,87.0,72.0,276
10692,AZ,4.4,58000,1310.0,114.0,85.0,708
10693,WA,5.1,78000,2050.0,162.0,120.0,214
10694,NY,4.8,72000,1780.0,139.0,115.0,325
10695,CA,5.8,75000,1910.0,162.0,120.0,966
10696,NY,5.0,72000,1650.0,139.0,114.0,463
10697,MD,4.4,84000,2090.0,135.0,123.0,372
10698,OH,4.9,56000,1290.0,91.0,79.0,689
10699,IL,5.6,65000,1550.0,93.0,83.0,455
10700,FL,4.3,55000,1320.0,110.0,98.0,593
10701,VA,3.1,74000,1710.0,122.0,100.0,766
10702,TN,3.9,53000,1170.0,109.0,94.0,105
10703,TX,4.4,61000,1310.0,115.0,102.0,661
10704,NY,4.8,72000,1600.0,143.0,107.0,497
10705,NY,5.7,72000,1820.0,141.0,107.0,219
10706,TX,3.4,61000,1590.0,106.0,80.0,354
10707,IN,4.4,55000,1260.0,96.0,85.0,568
10708,CA,5.4,75000,1710.0,161.0,129.0,628
10709,OH,5.1,56000,1250.0,91.0,75.0,606
10710,PA,4.9,61000,1570.0,95.0,91.0,261
10711,OH,4.8,56000,1400.0,95.0,76.0,152
10712,IN,4.0,55000,1250.0,97.0,75.0,323
10713,MD,4.9,84000,2100.0,139.0,112.0,497
10714,OH,4.5,56000,1460.0,91.0,75.0,875
10715,NJ,5.6,82000,1910.0,131.0,114.0,668
10716,MI,5.0,57000,1360.0,94.0,86.0,861
10717,VA,3.8,74000,1990.0,121.0,95.0,634
10718,WI,4.3,60000,1380.0,88.0,69.0,474
10719,IN,4.5,55000,1320.0,93.0,73.0,506
10720,WI,4.2,60000,1180.0,99.0,90.0,471
10721,OH,4.4,56000,1420.0,87.0,76.0,619
10722,NJ,4.8,82000,1890.0,144.0,115.0,377
10723,FL,4.7,55000,1240.0,125.0,96.0,636
10724,FL,5.0,55000,1570.0,116.0,94.0,519
10725,CA,5.0,75000,1930.0,148.0,116.0,808
10726,NJ,4.7,82000,2160.0,137.0,121.0,295
10727,FL,4.4,55000,1460.0,124.0,88.0,364
10728,GA,3.6,58000,1280.0,96.0,79.0,313
10729,TX,4.0,61000,1290.0,108.0,88.0,705
10730,PA,4.8,61000,1540.0,92.0,82.0,917
10731,TX,4.4,61000,1440.0,106.0,81.0,407
10732,CA,5.4,75000,1860.0,160.0,117.0,672
10733,FL,4.6,55000,1380.0,108.0,85.0,412
10734,NY,5.0,72000,1600.0,142.0,112.0,864
10735,TX,4.1,61000,1440.0,109.0,88.0,238
10736,NC,4.0,54000,1160.0,119.0,90.0,701
10737,IL,5.3,65000,1670.0,103.0,91.0,235
10738,CA,5.6,75000,1650.0,163.0,133.0,711
10739,OH,4.4,56000,1470.0,92.0,74.0,815
10740,TX,4.6,61000,1600.0,112.0,94.0,102
10741,FL,4.9,55000,1290.0,111.0,94.0,971
10742,NY,4.9,72000,1710.0,146.0,119.0,287
10743,VA,3.7,74000,1760.0,125.0,100.0,741
10744,MO,4.6,55000,1210.0,103.0,80.0,892
10745,CA,5.5,75000,1940.0,159.0,133.0,435
10746,MA,4.6,81000,1760.0,153.0,131.0,915
10747,AZ,4.7,58000,1300.0,112.0,93.0,362
10748,IL,5.0,65000,1750.0,93.0,78.0,195
10749,OH,4.9,56000,1260.0,88.0,75.0,104
10750,GA,4.1,58000,1340.0,104.0,87.0,903
10751,VA,3.9,74000,1970.0,117.0,104.0,433
10752,NY,5.6,72000,1790.0,141.0,114.0,539
10753,MI,5.1,57000,1400.0,96.0,84.0,559
10754,OH,5.1,56000,1550.0,93.0,75.0,616
10755,TX,4.4,61000,1330.0,100.0,81.0,327
10756,IL,5.0,65000,1660.0,102.0,90.0,194
10757,NJ,4.4,82000,2100.0,128.0,110.0,143
10758,PA,4.2,61000,1560.0,89.0,70.0,161
10759,CA,5.7,75000,1630.0,162.0,127.0,305
10760,MA,4.4,81000,2190.0,140.0,109.0,939
10761,MD,4.5,84000,2060.0,134.0,110.0,675
10762,IL,5.4,65000,1590.0,93.0,78.0,184
10763,MA,4.6,81000,2270.0,151.0,121.0,666
10764,CA,5.6,75000,1840.0,156.0,126.0,168
10765,CA,5.8,75000,1830.0,167.0,131.0,174
10766,TX,3.6,61000,1510.0,101.0,99.0,290
10767,NC,4.3,54000,1200.0,116.0,100.0,578
10768,FL,4.7,55000,1130.0,110.0,87.0,157
10769,FL,4.7,55000,1360.0,122.0,98.0,646
10770,PA,3.9,61000,1470.0,92.0,78.0,348
10771,NY,4.7,72000,1610.0,139.0,107.0,810
10772,TX,4.2,61000,1320.0,114.0,96.0,315
10773,GA,3.9,58000,1360.0,114.0,84.0,874
10774,TX,4.2,61000,1400.0,100.0,84.0,989
10775,TN,4.2,53000,1320.0,111.0,86.0,412
10776,TX,3.9,61000,1190.0,106.0,86.0,986
10777,CA,5.8,75000,1730.0,159.0,126.0,194
10778,WA,4.9,78000,1660.0,151.0,124.0,630
10779,FL,5.1,55000,1310.0,112.0,85.0,741
10780,WI,4.4,60000,1360.0,103.0,86.0,415
10781,AZ,4.3,58000,1310.0,111.0,88.0,745
10782,PA,4.6,61000,1430.0,103.0,90.0,577
10783,IL,5.2,65000,1400.0,90.0,77.0,264
10784,NY,4.9,72000,1490.0,140.0,106.0,772
10785,MI,5.6,57000,1320.0,101.0,84.0,196
10786,WA,5.0,78000,1830.0,156.0,126.0,546
10787,PA,4.7,61000,1360.0,89.0,73.0,176
10788,TX,4.4,61000,1370.0,104.0,90.0,505
10789,TX,4.4,61000,1500.0,98.0,84.0,648
10790,TN,3.8,53000,1260.0,103.0,81.0,168
10791,TX,3.7,61000,1260.0,98.0,82.0,535
10792,GA,4.0,58000,1250.0,108.0,93.0,559
10793,MI,6.0,57000,1260.0,98.0,83.0,509
10794,CA,5.3,75000,1860.0,167.0,128.0,563
10795,CA,6.0,75000,1740.0,157.0,120.0,609
10796,NJ,5.3,82000,1850.0,142.0,122.0,204
10797,PA,4.6,61000,1510.0,101.0,86.0,569
10798,FL,5.0,55000,1230.0,116.0,85.0,695
10799,MI,5.6,57000,1330.0,89.0,79.0,832
10800,FL,4.4,55000,1360.0,119.0,97.0,213
10801,FL,4.7,55000,1140.0,117.0,93.0,539
10802,TX,3.7,61000,1400.0,104.0,85.0,918
10803,CA,5.4,75000,2220.0,160.0,127.0,152
10804,WI,4.0,60000,1520.0,99.0,74.0,510
10805,CA,5.1,75000,1600.0,161.0,119.0,441
10806,IL,4.9,65000,1700.0,106.0,84.0,399
10807,PA,4.7,61000,1390.0,106.0,93.0,975
10808,NJ,5.5,82000,1860.0,140.0,114.0,758
10809,CA,5.3,75000,2120.0,157.0,116.0,478
10810,MO,4.2,55000,1310.0,104.0,85.0,507
10811,OH,5.1,56000,1460.0,87.0,70.0,939
10812,TN,4.0,53000,1240.0,103.0,81.0,806
10813,TN,3.3,53000,1270.0,109.0,95.0,655
10814,TX,4.1,61000,1520.0,108.0,90.0,489
10815,NC,3.9,54000,1300.0,114.0,87.0,868
10816,AZ,5.7,58000,1430.0,113.0,89.0,441
10817,NJ,5.1,82000,2040.0,138.0,116.0,468
10818,AZ,4.2,58000,1240.0,112.0,92.0,180
10819,CA,5.9,75000,1820.0,164.0,126.0,925
10820,OH,4.6,56000,1590.0,87.0,75.0,922
10821,NY,5.3,72000,1630.0,130.0,110.0,911
10822,CA,5.6,75000,1700.0,162.0,126.0,988
10823,NJ,5.0,82000,1960.0,139.0,115.0,896
10824,CA,5.3,75000,1890.0,164.0,125.0,854
10825,GA,3.8,58000,1280.0,105.0,80.0,482
10826,TX,4.3,61000,1350.0,102.0,83.0,661
10827,OH,4.3,56000,1410.0,90.0,77.0,494
10828,GA,3.9,58000,1500.0,101.0,91.0,569
10829,NY,5.2,72000,1830.0,139.0,118.0,966
10830,VA,4.1,74000,1770.0,131.0,107.0,972
10831,CA,5.9,75000,1600.0,171.0,141.0,559
10832,NC,4.2,54000,1380.0,110.0,89.0,234
10833,TX,4.4,61000,1510.0,104.0,80.0,276
10834,FL,4.5,55000,1410.0,117.0,88.0,203
10835,TX,3.6,61000,1420.0,111.0,101.0,161
10836,MD,4.5,84000,1830.0,128.0,112.0,306
10837,FL,5.1,55000,1260.0,108.0,95.0,221
10838,NY,5.1,72000,1650.0,139.0,113.0,580
10839,FL,4.7,55000,1260.0,109.0,82.0,572
10840,TX,4.2,61000,1310.0,103.0,86.0,655
10841,AZ,4.3,58000,1560.0,118.0,91.0,840
10842,TX,4.6,61000,1440.0,113.0,89.0,801
10843,MD,4.7,84000,1990.0,136.0,123.0,862
10844,NY,5.0,72000,1580.0,151.0,123.0,197
10845,WI,4.0,60000,1540.0,102.0,95.0,500
10846,NY,4.7,72000,1800.0,126.0,110.0,963
10847,MA,4.7,81000,1910.0,145.0,115.0,394
10848,PA,4.7,61000,1510.0,89.0,77.0,622
10849,AZ,4.7,58000,1350.0,122.0,96.0,299
10850,WA,5.2,78000,1820.0,154.0,118.0,119
10851,CA,5.4,75000,1660.0,158.0,135.0,225
10852,IL,5.6,65000,1390.0,105.0,88.0,833
10853,MO,4.5,55000,1150.0,92.0,71.0,210
10854,TN,4.5,53000,1260.0,99.0,70.0,675
10855,CA,5.6,75000,1850.0,160.0,127.0,726
10856,NY,5.3,72000,1610.0,147.0,117.0,171
10857,TX,4.2,61000,1490.0,111.0,92.0,679
10858,FL,5.0,55000,1300.0,112.0,88.0,305
10859,NY,4.8,72000,1490.0,136.0,116.0,666
10860,IN,4.5,55000,1250.0,91.0,80.0,265
10861,FL,5.4,55000,1380.0,113.0,89.0,476
10862,CA,5.4,75000,1770.0,161.0,126.0,788
10863,CA,6.5,75000,1640.0,156.0,123.0,720
10864,NY,5.4,72000,1570.0,145.0,118.0,651
10865,NY,4.7,72000,1900.0,143.0,113.0,155
10866,MA,4.7,81000,1810.0,152.0,121.0,137
10867,NJ,5.2,82000,1960.0,124.0,106.0,373
10868,GA,4.1,58000,1530.0,102.0,80.0,759
10869,MD,4.2,84000,2240.0,127.0,108.0,159
10870,MD,4.4,84000,1930.0,121.0,111.0,130
10871,NJ,5.1,82000,2520.0,129.0,111.0,487
10872,NJ,4.8,82000,1980.0,137.0,116.0,756
10873,TX,5.1,61000,1260.0,102.0,84.0,910
10874,TX,4.3,61000,1300.0,108.0,88.0,522
10875,IL,5.6,65000,1660.0,97.0,76.0,668
10876,IL,5.0,65000,1540.0,99.0,94.0,353
10877,TN,4.0,53000,1240.0,99.0,75.0,137
10878,CA,5.1,75000,1570.0,166.0,130.0,419
10879,NC,4.5,54000,1310.0,114.0,92.0,726
10880,WA,5.1,78000,1880.0,157.0,124.0,804
10881,IL,5.2,65000,1410.0,100.0,86.0,538
10882,AZ,5.0,58000,1530.0,120.0,97.0,404
10883,OH,4.8,56000,1350.0,90.0,74.0,538
10884,CA,5.1,75000,1750.0,158.0,125.0,189
10885,OH,4.5,56000,1420.0,98.0,77.0,764
10886,NY,5.2,72000,1660.0,133.0,114.0,713
10887,MD,4.6,84000,1980.0,128.0,119.0,474
10888,MD,4.4,84000,2140.0,136.0,110.0,946
10889,TX,4.7,61000,1550.0,102.0,87.0,208
10890,NC,4.5,54000,1240.0,107.0,85.0,352
10891,IL,5.1,65000,1620.0,102.0,83.0,382
10892,CA,5.6,75000,1860.0,161.0,126.0,114
10893,TN,4.3,53000,1140.0,99.0,78.0,481
10894,NC,4.2,54000,1540.0,112.0,87.0,544
10895,WI,4.3,60000,1260.0,104.0,80.0,155
10896,OH,5.2,56000,1220.0,94.0,77.0,450
10897,MA,4.2,81000,1690.0,140.0,101.0,845
10898,AZ,4.3,58000,1480.0,113.0,91.0,918
10899,IL,5.6,65000,1620.0,105.0,80.0,240
10900,FL,4.8,55000,1350.0,117.0,98.0,114
10901,TX,3.8,61000,1330.0,103.0,84.0,916
10902,FL,4.6,55000,1460.0,114.0,86.0,506
10903,CA,5.2,75000,1750.0,160.0,126.0,621
10904,VA,3.7,74000,1690.0,123.0,104.0,197
10905,NY,4.6,72000,1700.0,134.0,115.0,198
10906,NY,5.0,72000,1580.0,140.0,108.0,970
10907,MI,5.6,57000,1310.0,91.0,82.0,101
10908,VA,3.9,74000,1810.0,127.0,103.0,600
10909,FL,4.2,55000,1240.0,115.0,97.0,221
10910,CA,6.0,75000,1600.0,146.0,124.0,971
10911,FL,4.2,55000,1380.0,114.0,94.0,819
10912,CA,5.2,75000,1620.0,160.0,119.0,963
10913,FL,4.8,55000,1290.0,115.0,93.0,895
10914,NJ,4.6,82000,2270.0,135.0,109.0,905
10915,TN,3.7,53000,1290.0,106.0,80.0,461
10916,NC,4.7,54000,1120.0,121.0,100.0,571
10917,FL,4.5,55000,1420.0,117.0,94.0,406
10918,CA,5.6,75000,1660.0,156.0,121.0,757
10919,CA,5.8,75000,1680.0,153.0,135.0,540
10920,TX,3.8,61000,1400.0,106.0,87.0,793
10921,AZ,4.7,58000,1270.0,111.0,90.0,140
10922,MA,4.1,81000,2050.0,142.0,118.0,870
10923,TX,4.4,61000,1270.0,108.0,85.0,179
10924,CA,5.3,75000,1980.0,167.0,132.0,592
10925,IL,5.3,65000,1440.0,99.0,90.0,601
10926,NY,5.2,72000,1890.0,135.0,115.0,627
10927,MI,5.3,57000,1440.0,100.0,80.0,267
10928,NY,4.8,72000,1810.0,146.0,117.0,768
10929,TX,4.2,61000,1440.0,103.0,82.0,923
10930,MI,5.5,57000,1400.0,89.0,80.0,259
10931,IL,5.0,65000,1520.0,100.0,87.0,690
10932,NC,4.6,54000,1280.0,113.0,92.0,280
10933,NY,4.8,72000,1650.0,132.0,101.0,670
10934,MD,4.3,84000,2050.0,126.0,118.0,608
10935,WI,4.0,60000,1460.0,100.0,73.0,423
10936,PA,4.3,61000,1310.0,103.0,81.0,235
10937,GA,4.2,58000,1490.0,99.0,80.0,197
10938,PA,4.5,61000,1480.0,93.0,88.0,112
10939,FL,4.8,55000,1200.0,104.0,88.0,407
10940,CA,5.9,75000,1730.0,160.0,129.0,455
10941,TN,4.3,53000,1380.0,105.0,89.0,434
10942,VA,4.1,74000,1610.0,130.0,101.0,560
10943,PA,4.2,61000,1380.0,89.0,83.0,666
10944,OH,4.7,56000,1020.0,96.0,77.0,120
10945,PA,4.3,61000,1400.0,101.0,84.0,942
10946,PA,4.6,61000,1480.0,93.0,73.0,868
10947,TN,4.3,53000,1310.0,101.0,82.0,148
10948,MA,4.0,81000,2090.0,144.0,126.0,770
10949,NY,4.9,72000,1700.0,135.0,107.0,245
10950,TX,4.3,61000,1380.0,106.0,88.0,357
10951,MI,5.7,57000,1260.0,87.0,73.0,918
10952,IN,4.4,55000,1240.0,94.0,78.0,510
10953,NC,4.7,54000,1520.0,104.0,88.0,438
10954,MO,4.1,55000,1290.0,93.0,87.0,348
10955,WA,4.8,78000,1940.0,165.0,130.0,433
10956,MI,5.8,57000,1370.0,96.0,78.0,932
10957,CA,5.5,75000,1890.0,168.0,132.0,162
10958,FL,4.7,55000,1350.0,112.0,88.0,908
10959,CA,5.7,75000,1980.0,168.0,134.0,240
10960,WI,4.0,60000,1540.0,102.0,90.0,784
10961,AZ,4.4,58000,1290.0,112.0,91.0,752
10962,WI,4.4,60000,1520.0,94.0,79.0,203
10963,GA,4.3,58000,1420.0,102.0,80.0,889
10964,CA,5.0,75000,1420.0,155.0,123.0,848
10965,AZ,4.6,58000,1520.0,103.0,89.0,615
10966,IL,4.9,65000,1490.0,96.0,84.0,180
10967,CA,5.5,75000,1870.0,157.0,128.0,290
10968,NY,5.2,72000,1750.0,142.0,107.0,104
10969,MA,4.0,81000,1780.0,144.0,111.0,535
10970,FL,4.6,55000,1350.0,114.0,86.0,269
10971,GA,3.7,58000,1430.0,101.0,84.0,769
10972,NC,4.4,54000,1420.0,109.0,85.0,777
10973,OH,4.8,56000,1320.0,91.0,73.0,283
10974,NJ,5.3,82000,1900.0,138.0,121.0,494
10975,NY,4.7,72000,1800.0,136.0,109.0,525
10976,TN,4.2,53000,1280.0,109.0,78.0,953
10977,GA,4.1,58000,1510.0,106.0,87.0,625
10978,VA,3.7,74000,1720.0,125.0,98.0,396
10979,MA,4.1,81000,1830.0,147.0,117.0,978
10980,GA,3.8,58000,1290.0,108.0,86.0,657
10981,TX,4.6,61000,1410.0,104.0,96.0,284
10982,IL,5.0,65000,1550.0,108.0,91.0,304
10983,MI,6.0,57000,1210.0,91.0,83.0,398
10984,IL,5.6,65000,1400.0,102.0,89.0,353
10985,MD,4.4,84000,2290.0,129.0,112.0,548
10986,CA,5.1,75000,1690.0,161.0,121.0,658
10987,IL,5.1,65000,1810.0,89.0,81.0,792
10988,NY,5.0,72000,1660.0,146.0,119.0,654
10989,IL,5.7,65000,1530.0,102.0,90.0,489
10990,OH,4.7,56000,1320.0,89.0,81.0,313
